Gender,state,sector,Age,Edu_level,workin_agri_forestry_fishing,Voters_card,BVN,Tax_invoice,Tax_cert,invest_freq,Borrowed_in_past,Paying_borrowed,Debt,Drought_damage,Pest_infestation,Avg_income,Own_agri_land,Own_agri_mech_tool,banked,saving_strand,credit_strand,insurance_strand,investments_physical_assets,investments_capital_markets,finhealth_resilience,finhealth_access,finlit_knowledge,finhealth_indicator_final
2,JIGAWA,2,23,10,0,2,2,2,2,1,2,1,3,2,2,1,3,3,2,4,4,0,1,2,2,0,2,2
2,JIGAWA,2,20,2,0,1,1,2,2,2,1,1,2,2,2,1,3,3,2,4,4,0,1,2,0,0,0,1
1,JIGAWA,2,25,11,1,2,2,2,2,3,1,2,2,2,2,2,1,3,2,0,4,0,2,2,0,0,0,0
2,JIGAWA,2,25,10,0,1,2,2,2,2,1,2,2,2,2,2,2,3,2,4,4,0,1,2,0,0,1,0
2,JIGAWA,1,25,4,0,2,2,2,2,3,1,2,2,2,2,3,3,3,2,0,4,0,1,2,0,0,0,0
2,JIGAWA,2,20,11,0,2,1,2,2,3,2,2,1,2,2,1,3,3,2,4,4,0,2,2,0,0,0,1
2,JIGAWA,2,25,10,0,1,1,2,2,3,2,1,2,2,2,3,3,3,2,0,4,0,2,2,0,1,0,1
1,JIGAWA,2,25,3,1,2,1,2,2,3,2,1,2,2,2,2,1,3,2,0,4,0,1,2,0,0,0,0
2,JIGAWA,2,22,5,1,2,2,2,2,3,1,2,1,2,2,1,3,3,2,0,4,0,2,2,0,0,0,0
1,JIGAWA,2,25,3,0,1,2,2,2,2,1,2,1,2,2,3,1,3,2,4,4,0,1,2,1,0,0,1
1,JIGAWA,2,23,11,0,2,2,2,2,2,1,1,2,2,2,18,1,3,2,0,4,0,1,2,0,0,1,1
1,JIGAWA,2,22,3,1,1,2,2,2,3,1,2,1,2,2,1,1,3,2,2,4,0,1,1,0,0,0,1
2,JIGAWA,2,25,2,1,1,1,2,2,3,1,2,1,2,2,2,3,3,2,2,3,1,1,1,2,0,1,1
1,JIGAWA,1,20,3,1,1,1,2,2,2,1,1,2,2,2,1,1,3,2,0,4,1,1,2,0,0,2,1
1,JIGAWA,2,25,11,1,2,1,2,2,3,2,2,2,2,2,1,1,3,2,0,4,0,1,2,0,0,2,0
2,JIGAWA,2,20,5,1,2,1,2,2,3,1,2,2,2,2,1,3,3,2,4,4,0,2,2,1,0,0,1
2,JIGAWA,2,21,2,0,1,1,2,2,2,1,1,2,2,1,1,3,3,2,4,4,0,1,2,0,0,1,0
1,JIGAWA,2,25,11,1,1,1,1,2,3,1,2,2,2,2,2,3,3,2,0,4,0,2,2,0,0,2,0
2,JIGAWA,2,20,10,1,2,2,2,2,3,1,2,2,2,2,1,3,3,2,4,4,0,1,2,1,1,2,2
2,JIGAWA,2,25,10,0,1,2,2,2,2,2,1,2,2,2,1,3,3,2,4,4,0,1,2,2,0,2,2
2,JIGAWA,2,25,11,0,2,1,2,2,3,1,1,2,2,2,2,3,3,2,0,4,0,2,2,2,0,2,1
2,JIGAWA,2,20,4,0,2,2,2,2,1,1,2,1,2,2,2,3,3,2,4,4,0,2,2,0,0,2,1
1,JIGAWA,2,22,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,4,4,0,1,2,2,0,1,2
2,JIGAWA,2,24,10,1,1,1,2,2,2,1,1,4,2,2,1,2,3,2,4,4,0,1,2,0,0,2,1
1,JIGAWA,2,24,3,1,2,2,2,2,3,1,2,2,2,2,2,3,3,2,0,4,0,2,2,0,0,2,0
2,JIGAWA,2,25,11,0,2,2,2,2,3,1,1,2,2,2,1,3,3,1,0,4,0,2,2,0,0,0,0
2,JIGAWA,2,25,10,0,1,1,2,2,1,1,2,1,2,1,2,3,3,1,3,4,0,2,2,1,0,2,1
2,JIGAWA,2,25,11,0,1,2,2,2,3,1,2,2,2,2,3,3,3,1,0,4,0,2,2,0,0,0,0
2,JIGAWA,2,18,4,1,1,2,2,2,3,1,1,2,2,2,1,3,3,1,1,4,1,2,2,0,0,1,1
1,JIGAWA,1,25,5,0,2,1,2,2,1,1,2,1,2,2,1,3,3,1,4,4,0,1,2,1,0,2,2
2,JIGAWA,2,23,10,0,1,2,2,2,3,1,2,1,2,1,2,3,3,1,4,4,0,2,2,0,0,1,0
2,JIGAWA,2,22,3,1,1,1,2,2,3,1,2,2,2,1,2,3,3,1,0,4,0,1,2,0,0,0,0
1,JIGAWA,2,25,10,1,1,2,2,2,2,1,1,2,2,2,3,1,3,1,1,4,0,1,2,0,0,2,0
2,JIGAWA,2,25,3,1,1,2,2,2,3,1,2,2,2,2,5,3,3,1,0,4,0,2,2,0,0,1,0
1,JIGAWA,2,23,10,1,1,1,2,2,1,1,2,3,2,1,4,1,3,1,4,4,0,1,2,0,0,2,1
2,JIGAWA,1,20,5,0,1,2,2,2,3,1,2,2,2,2,3,3,3,1,0,4,0,2,2,0,0,0,0
1,JIGAWA,1,18,4,1,1,1,2,2,3,1,2,2,1,2,20,1,3,1,1,4,1,2,2,2,0,1,2
1,JIGAWA,1,22,3,0,1,2,2,2,2,1,1,2,2,2,6,1,3,1,2,4,0,1,2,0,1,1,1
2,JIGAWA,2,20,10,1,2,2,2,2,2,1,1,2,2,2,1,3,3,1,0,4,0,1,2,0,0,2,1
1,JIGAWA,2,20,6,0,1,2,2,2,2,1,2,1,2,1,6,3,3,1,3,4,0,1,2,1,1,2,1
2,JIGAWA,1,25,7,0,1,1,2,2,3,1,2,2,2,2,2,3,3,1,2,4,0,2,1,0,0,2,0
2,JIGAWA,2,18,3,1,2,1,2,2,1,1,2,1,2,1,5,3,3,1,3,4,0,1,2,1,1,2,2
2,JIGAWA,2,23,10,1,2,2,2,2,3,1,2,2,2,2,2,3,3,1,4,4,0,2,2,0,0,0,1
1,JIGAWA,2,25,3,1,1,2,2,2,3,1,1,2,2,2,2,1,3,1,1,4,0,1,2,1,0,0,1
1,JIGAWA,2,25,10,1,1,1,2,2,1,1,2,1,2,2,3,1,3,1,4,4,0,1,2,2,1,0,2
1,JIGAWA,1,24,6,0,1,2,2,2,2,1,1,2,2,2,4,1,3,1,1,4,0,1,2,0,0,2,0
1,JIGAWA,2,22,5,1,1,1,2,2,3,1,2,2,2,2,11,1,3,1,0,4,0,1,2,0,0,1,1
1,KADUNA,2,20,10,0,2,2,2,2,3,1,1,2,2,2,3,3,3,2,0,4,0,2,2,0,0,0,0
2,KADUNA,2,19,4,0,2,2,2,2,3,1,1,2,2,2,2,3,3,2,0,4,0,2,2,2,0,0,0
2,KADUNA,2,25,10,0,2,2,2,2,3,1,2,4,2,2,3,2,3,2,0,4,0,1,2,0,0,0,0
2,KADUNA,2,25,11,1,2,2,2,2,3,2,2,1,2,2,20,3,3,2,0,4,0,2,2,0,0,0,0
2,KADUNA,2,25,2,0,2,2,2,2,3,1,1,1,2,2,1,2,2,2,4,4,0,1,2,2,0,0,1
2,KADUNA,2,20,5,0,2,2,2,2,2,1,1,1,2,2,2,2,3,2,0,4,0,2,2,2,0,0,1
2,KADUNA,1,20,10,0,1,1,2,2,3,1,2,1,2,2,1,3,3,2,0,4,0,1,2,1,0,0,1
2,KADUNA,2,20,10,1,2,2,2,2,3,1,2,2,2,2,1,3,3,2,0,4,0,1,2,0,0,0,0
1,KADUNA,2,24,3,1,1,2,2,2,3,1,2,2,2,2,1,1,3,2,0,4,0,1,2,0,0,0,0
1,KADUNA,1,18,4,0,1,2,2,2,3,1,2,2,2,2,2,3,3,2,0,4,0,2,2,0,0,0,0
2,KADUNA,2,20,10,0,1,2,2,2,2,1,1,2,2,2,1,2,3,2,4,4,0,1,2,2,0,0,1
2,KADUNA,2,22,5,1,2,2,2,2,3,1,2,2,2,2,1,1,3,2,0,4,0,1,2,0,0,0,0
2,KADUNA,1,25,3,1,1,1,2,2,1,2,1,1,2,2,18,1,3,2,3,4,0,1,2,1,0,1,1
2,KADUNA,1,25,4,0,1,2,2,2,3,1,1,2,2,2,20,3,3,2,0,4,0,2,2,0,0,0,0
1,KADUNA,2,18,4,1,2,2,2,2,3,1,2,1,2,1,19,3,3,2,0,4,0,2,2,0,0,0,0
2,KADUNA,1,20,3,0,2,2,2,2,2,1,2,2,2,1,5,2,3,2,0,4,0,2,2,0,0,0,0
2,KADUNA,1,25,10,0,1,2,2,2,3,1,2,3,2,2,19,3,3,2,0,4,0,2,2,0,0,0,0
2,KADUNA,2,25,5,1,2,1,2,2,3,1,2,1,2,1,18,1,3,2,3,4,0,1,2,0,0,0,0
2,KADUNA,2,20,6,0,1,1,2,2,3,1,2,1,2,2,2,3,3,2,0,4,0,2,2,1,0,2,2
1,KADUNA,2,20,5,0,2,2,2,2,2,1,2,1,2,2,3,1,3,2,2,4,0,1,1,0,0,0,0
2,KADUNA,2,20,3,1,2,1,2,2,3,1,2,1,2,2,18,2,3,2,0,4,0,1,2,0,0,1,0
1,KADUNA,2,25,10,0,1,2,2,2,3,2,2,1,2,2,8,1,3,2,4,4,0,1,2,0,1,0,1
2,KADUNA,1,21,5,0,1,1,2,2,3,2,2,1,2,2,1,3,3,2,0,4,0,2,2,0,0,0,0
2,KADUNA,1,25,7,0,1,2,2,2,3,1,2,1,2,2,20,3,3,2,0,4,0,2,2,0,0,1,0
2,KADUNA,2,20,5,0,2,1,2,2,3,2,2,1,2,2,1,3,3,2,3,3,0,1,2,0,0,0,1
2,KADUNA,2,24,5,1,2,2,2,2,3,2,2,2,2,2,2,3,3,2,0,4,0,1,2,0,0,0,0
1,KADUNA,1,22,5,0,1,1,2,2,2,1,2,2,2,2,2,3,3,1,1,4,0,1,1,2,1,2,2
1,KADUNA,1,23,6,1,2,1,2,2,2,1,1,2,1,1,3,3,3,1,1,4,0,1,1,0,0,2,1
1,KADUNA,2,25,5,1,1,2,2,2,2,1,1,1,2,2,2,1,3,1,4,4,0,1,2,0,0,2,1
2,KADUNA,2,23,4,0,2,2,2,2,3,1,1,2,2,2,2,2,3,1,0,4,0,1,2,0,0,0,0
1,KADUNA,2,25,5,0,1,2,2,2,2,1,1,2,2,2,2,3,3,1,1,4,0,1,2,2,2,2,2
2,KADUNA,2,21,4,1,2,2,2,2,2,2,2,1,1,1,1,1,3,1,3,4,0,1,2,0,1,2,2
1,KADUNA,1,22,5,0,2,2,2,2,2,1,1,2,2,2,1,2,3,1,1,4,0,1,2,2,0,1,1
1,KADUNA,1,22,5,0,1,2,2,2,3,2,2,4,2,2,2,3,3,1,1,3,0,2,2,2,0,2,1
1,KADUNA,2,22,5,1,1,1,2,2,1,2,2,2,2,1,18,3,3,1,1,4,0,1,2,2,0,2,2
1,KADUNA,2,25,5,1,1,2,2,2,1,1,2,1,2,2,3,1,1,1,1,4,0,1,2,1,0,2,2
1,KADUNA,1,25,4,0,2,1,2,2,3,1,2,2,1,2,2,3,3,1,4,4,0,2,2,0,0,2,0
2,KADUNA,2,19,5,1,2,2,2,2,1,1,2,1,2,1,19,1,3,1,0,4,0,1,1,2,0,0,1
1,KADUNA,2,18,5,0,2,2,2,2,3,1,2,1,2,1,19,1,3,1,0,4,0,1,2,0,0,2,1
2,KADUNA,1,25,5,0,1,2,2,2,3,1,2,2,2,2,1,3,3,1,3,4,0,2,2,0,0,0,0
1,KADUNA,1,18,4,0,1,1,2,2,3,1,2,2,2,2,2,3,3,1,0,4,0,2,2,0,0,0,1
1,KADUNA,1,20,5,0,2,1,2,2,1,1,2,1,2,2,19,3,2,1,1,1,0,2,1,1,0,2,1
2,KADUNA,2,25,11,1,1,1,2,2,2,1,2,2,2,1,2,2,3,1,4,4,0,1,2,2,0,0,1
2,KADUNA,1,25,6,0,2,2,2,2,3,1,2,1,2,2,3,3,3,1,1,4,1,2,2,2,0,1,2
2,KADUNA,2,21,5,0,2,2,1,1,2,1,1,1,2,2,1,2,3,1,1,4,0,2,2,1,0,2,1
2,KADUNA,1,24,6,0,1,2,2,2,2,1,1,3,2,2,2,3,3,1,0,4,0,2,2,1,0,2,1
1,KADUNA,1,20,6,0,1,1,2,2,3,1,2,2,2,1,6,1,3,1,1,4,0,1,1,0,2,2,1
1,KADUNA,2,19,4,1,2,2,2,2,1,1,2,1,2,1,19,1,3,1,0,4,0,1,2,0,0,0,1
2,KANO,2,25,10,1,2,2,2,2,3,1,2,2,2,2,1,3,3,2,0,4,0,2,2,0,0,2,0
1,KANO,2,20,11,1,2,2,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,1,2,2,0,0,1
2,KANO,2,25,3,0,2,2,2,2,3,1,2,1,2,2,1,3,3,2,0,4,0,1,2,1,0,0,0
1,KANO,2,23,10,1,1,2,2,2,3,1,2,1,2,2,2,1,3,2,0,4,0,1,2,0,0,2,0
2,KANO,2,20,4,0,2,2,2,2,3,1,2,1,2,2,2,3,3,2,4,4,0,2,2,0,0,0,0
1,KANO,2,20,5,1,1,2,2,2,3,1,2,1,2,2,3,3,3,2,4,4,0,2,2,1,0,2,1
2,KANO,2,20,10,0,2,2,2,2,3,1,2,3,2,2,1,3,3,2,0,4,0,1,2,0,0,0,0
2,KANO,2,25,4,0,1,2,2,2,2,1,2,2,2,2,3,2,3,2,3,4,0,1,2,1,1,1,1
2,KANO,2,22,2,0,1,2,2,2,2,2,1,1,2,2,2,2,3,2,0,3,0,1,2,1,0,0,1
1,KANO,2,25,11,1,2,1,2,2,2,1,2,2,2,2,3,1,3,2,0,4,0,1,2,0,0,2,1
1,KANO,1,18,5,1,1,1,2,2,2,1,2,1,2,2,2,3,3,2,3,4,0,1,2,0,1,2,1
1,KANO,1,23,5,0,1,1,2,2,3,1,2,1,2,2,2,3,3,1,0,3,0,1,2,0,0,2,0
2,KANO,1,24,5,0,1,2,2,2,3,1,1,1,2,2,1,3,3,1,0,4,0,2,2,0,0,2,1
2,KANO,1,22,4,0,2,1,2,2,3,2,1,2,2,2,8,3,3,1,4,4,0,1,2,1,0,2,1
1,KANO,1,22,5,0,1,1,2,2,3,1,2,2,2,2,6,3,3,1,1,4,0,2,2,2,0,2,1
1,KANO,2,25,3,1,1,2,2,2,3,2,1,1,2,2,3,1,3,1,4,4,0,1,2,2,0,0,1
1,KANO,2,25,3,1,1,2,2,2,2,1,2,1,2,2,3,1,3,1,1,4,0,1,2,1,0,0,2
2,KANO,1,22,5,0,1,2,2,2,3,1,2,2,2,2,2,3,3,1,1,4,0,1,2,0,0,2,1
1,KANO,2,22,5,1,1,2,2,2,2,1,2,2,2,1,4,1,1,1,1,4,0,1,2,1,0,2,1
1,KANO,2,18,3,0,1,1,2,2,2,2,1,1,2,2,1,3,3,1,0,4,0,2,2,2,0,0,1
2,KANO,1,18,4,0,2,1,2,2,3,1,2,1,2,2,2,3,3,1,0,4,0,2,2,0,0,0,1
2,KATSINA,2,18,4,0,1,2,2,2,1,1,2,1,2,2,1,3,3,2,0,4,0,1,2,2,0,2,2
1,KATSINA,2,20,10,0,2,2,2,2,2,1,2,2,2,1,19,2,3,2,4,4,0,1,2,0,1,1,1
1,KATSINA,1,23,5,0,1,2,2,2,3,2,2,1,2,2,2,3,3,2,0,4,0,2,2,1,0,1,1
1,KATSINA,2,25,10,0,2,1,2,2,3,1,2,2,2,2,2,1,3,2,0,4,0,1,2,0,0,0,0
1,KATSINA,2,25,5,1,1,1,2,2,2,1,2,1,2,2,2,3,3,2,4,4,0,1,2,0,0,2,1
2,KATSINA,2,24,5,0,1,1,2,2,3,1,2,1,2,2,19,3,3,2,0,4,0,1,2,0,0,2,0
2,KATSINA,2,22,2,0,2,2,2,2,2,1,1,1,2,1,1,3,3,2,4,4,0,1,2,0,0,1,1
2,KATSINA,2,22,3,0,1,2,2,2,3,1,2,1,2,2,1,3,3,2,0,4,0,1,2,0,0,2,0
2,KATSINA,2,20,10,0,1,2,2,2,1,1,1,1,2,2,1,3,3,2,4,4,0,1,2,0,0,2,1
1,KATSINA,2,18,3,1,2,2,2,2,1,2,2,1,2,2,1,3,3,2,0,4,0,1,2,1,0,2,2
2,KATSINA,2,20,4,1,1,2,2,2,2,1,2,1,2,2,2,1,3,2,0,4,0,1,2,0,0,2,1
2,KATSINA,1,25,10,0,2,1,2,2,1,1,1,2,2,2,1,3,3,2,0,4,0,1,2,2,0,2,1
2,KATSINA,2,25,5,0,1,1,2,2,3,1,2,1,2,2,20,3,3,2,0,4,0,1,2,0,0,2,0
2,KATSINA,2,25,10,0,1,2,2,2,2,1,2,1,2,2,2,1,3,2,0,4,0,1,2,0,0,2,0
2,KATSINA,2,18,1,0,2,1,2,2,1,1,1,3,2,2,1,3,3,2,0,4,0,1,2,1,0,1,2
1,KATSINA,1,19,5,0,1,1,2,2,2,1,2,1,2,2,2,3,3,2,0,4,0,1,2,0,0,2,0
1,KATSINA,1,25,10,0,1,1,2,2,2,1,2,1,2,1,3,3,3,2,0,4,0,1,2,1,0,2,1
1,KATSINA,2,25,10,1,1,2,2,2,2,1,2,3,2,2,4,3,3,2,4,3,0,1,2,1,0,2,1
1,KATSINA,2,20,5,0,1,2,2,2,2,2,2,1,2,2,3,3,3,2,2,4,0,1,1,2,0,0,1
2,KATSINA,2,24,3,0,1,2,2,2,2,1,2,2,2,2,1,3,3,2,3,3,0,2,2,1,0,1,0
1,KATSINA,2,22,5,1,1,2,2,2,2,1,2,1,2,2,6,1,3,2,4,4,0,1,2,1,0,2,1
2,KATSINA,2,25,10,0,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,4,0,1,1,0,0,2,1
2,KATSINA,1,22,5,0,1,2,2,2,1,1,1,3,2,2,1,3,3,1,1,4,0,1,2,0,0,2,1
1,KATSINA,2,25,6,0,1,2,2,2,2,2,2,2,2,2,2,2,3,1,4,3,0,2,2,0,1,2,2
1,KATSINA,1,22,3,0,2,2,2,2,1,1,1,2,2,2,5,1,3,1,1,4,0,1,2,2,1,2,2
2,KATSINA,2,23,5,0,1,2,2,2,2,1,2,1,2,2,2,3,3,1,0,4,0,1,2,1,0,2,1
1,KATSINA,2,18,5,1,1,2,2,2,1,1,1,2,2,2,3,1,3,1,2,4,0,1,1,1,0,2,1
1,KATSINA,1,25,3,0,1,1,2,2,2,1,2,3,1,1,1,3,3,1,3,4,0,2,2,0,1,0,1
1,KATSINA,1,25,6,1,1,2,1,2,2,1,2,1,2,2,4,1,3,1,1,4,0,1,2,1,0,2,2
2,KATSINA,2,20,3,0,1,2,2,2,2,1,2,2,2,2,1,3,3,1,4,4,0,2,2,0,0,1,1
1,KATSINA,1,22,7,0,1,2,2,1,1,1,2,1,1,2,4,1,2,1,1,1,1,1,1,0,0,1,2
1,KATSINA,1,25,10,0,2,1,2,2,3,1,1,2,2,2,1,1,3,1,4,4,0,1,2,1,0,0,1
2,KATSINA,1,18,5,0,1,1,2,2,2,1,1,1,2,2,1,3,3,1,4,4,0,1,2,0,0,2,2
2,KATSINA,1,20,7,0,1,1,1,1,2,2,2,1,2,2,3,1,3,1,1,2,1,1,1,0,2,2,1
1,KEBBI,2,20,11,1,2,2,2,2,1,1,2,2,2,2,1,3,3,2,0,4,0,1,2,0,0,2,1
2,KEBBI,2,20,11,0,2,1,2,2,3,2,1,1,2,2,1,3,3,2,0,4,0,2,2,0,0,1,1
2,KEBBI,2,24,11,1,2,2,2,2,2,1,1,3,2,2,1,2,1,2,0,4,0,1,2,0,0,2,0
1,KEBBI,2,25,11,1,1,2,2,2,2,2,2,3,2,2,1,1,3,2,0,4,0,1,2,2,0,2,1
2,KEBBI,1,19,10,0,1,2,2,2,3,1,2,2,2,2,19,3,3,2,0,4,0,2,2,0,0,0,0
1,KEBBI,2,19,11,1,1,2,2,2,1,1,1,1,2,2,3,1,3,2,0,4,0,1,2,0,0,2,1
1,KEBBI,2,18,10,0,1,2,2,2,2,1,2,3,2,2,1,3,1,2,0,4,0,1,2,0,1,1,1
2,KEBBI,1,21,11,0,1,2,2,2,2,1,2,3,2,2,1,1,3,1,4,4,0,1,2,2,0,2,1
2,KEBBI,2,24,11,0,2,2,2,2,1,1,2,2,2,2,1,3,3,1,4,4,0,2,2,0,0,0,1
2,KEBBI,1,18,5,0,1,1,2,2,2,1,1,1,2,2,19,3,3,1,1,3,0,1,2,0,0,1,0
1,KEBBI,2,25,5,0,1,2,2,2,1,1,1,3,2,2,1,1,1,1,2,3,1,1,2,2,0,2,1
2,KEBBI,2,20,3,1,1,1,2,2,1,1,2,2,2,2,1,2,3,1,4,4,0,1,2,2,0,0,1
2,KEBBI,2,20,2,0,2,2,2,2,2,1,2,1,2,1,1,3,3,1,0,4,0,1,2,0,0,1,1
2,KOGI,1,20,3,0,2,1,2,2,3,1,2,1,2,2,20,3,3,2,0,4,0,2,2,0,0,0,0
1,KOGI,2,18,3,0,1,2,2,2,3,1,2,2,2,2,2,1,3,2,0,4,0,2,2,0,0,0,0
2,KOGI,1,23,3,0,2,1,2,2,3,1,2,2,2,2,2,3,3,2,3,3,0,2,2,0,0,0,0
2,KOGI,2,25,5,0,1,1,2,2,3,1,2,2,2,2,2,3,3,2,3,4,0,2,2,0,1,0,1
2,KOGI,2,25,5,1,1,2,2,2,1,1,2,2,2,2,19,3,3,2,3,3,0,1,2,1,0,1,1
1,KOGI,2,24,5,1,1,1,2,2,3,1,2,1,2,2,3,1,3,2,3,3,0,2,2,0,0,0,0
2,KOGI,2,25,6,0,2,1,2,2,2,2,2,2,2,2,6,3,1,1,1,1,0,1,1,0,2,2,1
2,KOGI,2,22,5,0,1,1,2,2,3,1,2,1,2,2,2,3,3,1,1,4,0,2,2,2,0,2,2
2,KOGI,1,25,5,0,1,1,2,2,3,1,2,2,2,2,3,3,3,1,1,3,0,2,2,0,2,0,2
2,KOGI,2,24,6,0,1,1,2,2,3,1,2,2,2,2,2,3,3,1,1,4,0,2,2,0,2,2,2
2,KOGI,2,21,5,1,1,1,2,2,3,1,2,1,2,2,2,3,3,1,0,4,0,2,2,0,1,2,1
2,KWARA,2,23,11,0,2,2,2,2,3,1,2,2,2,2,1,3,3,2,0,4,0,1,2,0,0,0,0
2,KWARA,1,18,5,0,2,2,2,2,3,1,2,2,2,2,1,3,3,2,0,4,0,2,2,0,0,0,1
2,KWARA,2,22,5,0,1,2,2,2,3,2,1,1,2,2,3,3,3,2,3,4,0,2,2,0,0,0,1
1,KWARA,1,25,5,1,2,2,2,2,1,2,1,3,2,2,3,3,3,2,0,4,0,1,2,0,1,2,1
2,KWARA,2,23,5,0,2,1,2,2,2,1,2,3,2,2,2,3,3,1,1,4,0,2,2,1,1,1,1
2,KWARA,1,23,5,0,1,2,2,2,2,2,2,1,2,2,2,2,3,1,3,3,0,2,2,0,0,1,0
2,KWARA,1,25,6,0,1,1,2,2,3,1,1,3,2,2,3,3,3,1,1,4,0,2,2,0,0,2,1
1,KWARA,2,23,5,1,2,1,2,2,3,1,1,2,2,2,3,3,3,1,1,2,0,1,2,1,0,2,2
